Journal Name,Sinta URL,P-ISSN,E-ISSN,Subject Area,Affiliation,Accreditation,Scopus Indexed,Garuda Indexed,Impact,H5-index,Citations 5yr,Citations,Website URL
Biolova.,https://sinta.kemdiktisaintek.go.id/journals/profile/9238,2716-4748,2716-473X,"Science, Education, Agriculture",Universitas Muhammadiyah Metro,S4,No,Yes,"0,44",10,360.0,363.0,https://scholar.ummetro.ac.id/index.php/biolova/home
Jurnal Biologi Babasal.,https://sinta.kemdiktisaintek.go.id/journals/profile/13885,,2829-4637,Science,Program Studi Pendidikan Biologi Fakultas Keguruan dan Ilmu Pendidikan Universitas Muhammadiyah Luwuk,S4,No,Yes,"0,44",7,146.0,147.0,https://lonsuit.unismuhluwuk.ac.id/JBB
Jurnal ilmiah mahasiswa Agroinfo Galuh,https://sinta.kemdiktisaintek.go.id/journals/profile/1530,2356-4903,2579-8359,Agriculture,Fakultas Pertanian Universitas Galuh Ciamis,S4,No,Yes,"0,44",23,2.945,3.329,http://jurnal.unigal.ac.id/index.php/agroinfogaluh
Fikruna.,https://sinta.kemdiktisaintek.go.id/journals/profile/12855,2620-7834,2715-2928,Education,Sekolah Tinggi Ilmu Tarbiyah Ibnu Rusyd Tanah Grogot,S4,No,Yes,"0,44",10,361.0,369.0,https://ejournal.stitibnurusyd-tgt.ac.id/index.php/FIK
Sportive,https://sinta.kemdiktisaintek.go.id/journals/profile/5176,2598-4055,2597-7016,Education,Universitas Negeri Makassar,S4,No,Yes,"0,44",15,840.0,977.0,https://journal.unm.ac.id/index.php/sportive
Jurnal Teknik Patra Akademika.,https://sinta.kemdiktisaintek.go.id/journals/profile/10322,2089-5925,2621-9328,Engineering & Computer Science,POLITEKNIK AKAMIGAS PALEMBANG,S4,No,Yes,"0,44",11,541.0,609.0,https://jurnal.pap.ac.id/index.php/JTPA
Sulolipu.,https://sinta.kemdiktisaintek.go.id/journals/profile/5805,0854-624X,2622-6960,Social Science & Humanities,Jurusan Kesehatan Lingkungan Politeknik Kesehatan Makassar,S4,No,Yes,"0,43",13,1.054,1.105,https://ojs3.poltekkes-mks.ac.id/index.php/medkasi
Ophiolite.,https://sinta.kemdiktisaintek.go.id/journals/profile/9872,,2715-4440,General/Multidisciplinary,Universitas Halu Oleo,S4,No,Yes,"0,43",4,68.0,68.0,https://ophiolite.uho.ac.id/index.php/journal
J-ABDIPAMAS (Jurnal pengabdian kepada masyarakat),https://sinta.kemdiktisaintek.go.id/journals/profile/6022,2581-1320,2581-2572,Social Science & Humanities,IKIP PGRI BOJONEGORO,S4,No,Yes,"0,43",16,1.463,1.626,https://ejurnal.ikippgribojonegoro.ac.id/index.php/J-ABDIPAMAS
J-ABDIPAMAS (Jurnal Pengabdian Kepada Masyarakat),https://sinta.kemdiktisaintek.go.id/journals/profile/13557,2581-2572,2581-1320,Social Science & Humanities,IKIP PGRI Bojonegoro,S4,No,Yes,"0,43",16,1.463,1.626,http://ejurnal.ikippgribojonegoro.ac.id/index.php/J-ABDIPAMAS/issue/view/15
Archvisual.,https://sinta.kemdiktisaintek.go.id/journals/profile/12618,2809-5766,2809-5014,Engineering & Computer Science,Universitas Sriwijaya,S4,No,Yes,"0,43",5,80.0,81.0,http://ejournal.ft.unsri.ac.id/index.php/archvisual
Kalwedo Sains.,https://sinta.kemdiktisaintek.go.id/journals/profile/14301,,2722-6964,Science,Universitas Pattimura,S4,No,Yes,"0,43",5,137.0,140.0,https://ojs3.unpatti.ac.id/index.php/kalwedosains
Creative Research in Engineering.,https://sinta.kemdiktisaintek.go.id/journals/profile/10816,2774-8278,2774-8006,Engineering & Computer Science,Universitas Muhammadiyah Purwokerto,S4,No,Yes,"0,43",5,69.0,72.0,http://jurnalnasional.ump.ac.id/index.php/CERIE
Real in Nursing Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/9108,2685-9068,2685-1997,Health,Universitas Fort De Kock,S4,No,Yes,"0,43",20,1.399,1.498,https://ojs.fdk.ac.id/index.php/Nursing
Jatimas.,https://sinta.kemdiktisaintek.go.id/journals/profile/14946,2809-2422,2809-2414,Agriculture & Forestry,Universitas Kadiri,S4,No,Yes,"0,43",9,398.0,402.0,https://ojs.unik-kediri.ac.id/index.php/jatimas
English Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/8284,1858-3490,2654-3400,General/Multidisciplinary,Universitas Ibn Khaldun Bogor,S4,No,Yes,"0,43",14,725.0,796.0,http://ejournal.uika-bogor.ac.id/index.php/ENGLISH/index
Brikolase.,https://sinta.kemdiktisaintek.go.id/journals/profile/6321,2087-0795,2622-0652,Social Science & Humanities,Jurusan seni Rupa Murni FSRD ISI Surakarta,S4,No,Yes,"0,43",7,202.0,229.0,https://jurnal.isi-ska.ac.id/index.php/brikolase/index
Adi Husada nursing journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/7760,2443-4019,2502-2083,Health,Sekolah Tinggi Ilmu Kesehatan Adi Husada,S4,No,Yes,"0,42",15,874.0,977.0,https://adihusada.ac.id/jurnal/index.php/AHNJ
Jurnal Sains dan Teknologi.,https://sinta.kemdiktisaintek.go.id/journals/profile/5372,1412-5455,2615-2827,Science,Sekolah Tinggi Teknologi Industri Padang,S4,No,Yes,"0,42",16,1.167,1.269,http://ojs.sttind.ac.id/sttind_ojs/index.php/Sain
Buletin Pengabdian.,https://sinta.kemdiktisaintek.go.id/journals/profile/13364,2775-958X,2807-3975,General/Multidisciplinary,Universitas Syiah Kuala,S4,No,Yes,"0,42",5,100.0,101.0,http://jurnal.usk.ac.id/bulpengmas
Jurnal Ilmiah Mustek Anim HA e-journal,https://sinta.kemdiktisaintek.go.id/journals/profile/5684,2089-6697,2354-7707,Engineering,Fakultas Teknik Universitas Musamus,S4,No,Yes,"0,42",11,469.0,545.0,http://ejournal.unmus.ac.id/index.php/mustek/index
Jurnal Teknik Elektro Uniba (JTE Uniba),https://sinta.kemdiktisaintek.go.id/journals/profile/6419,2528-6498,2549-0842,Engineering & Computer Science,Universitas Balikpapan,S4,No,Yes,"0,42",8,282.0,313.0,http://jurnal.fte.uniba-bpn.ac.id/index.php/JTE
Lontara Journal Of Health Science And Technology.,https://sinta.kemdiktisaintek.go.id/journals/profile/11701,,2721-6179,"Health, Social, Engineering",Politeknik Muhammadiyah Makassar,S4,No,Yes,"0,42",4,106.0,106.0,https://jurnal.poltekmu.ac.id/lontarariset
Journal of Green Science and Technology.,https://sinta.kemdiktisaintek.go.id/journals/profile/5767,2598-1277,2621-3966,Science,Universitas Swadaya Gunung Jati,S4,No,Yes,"0,42",4,62.0,68.0,https://jurnal.ugj.ac.id/index.php/JGST
"Journal of Economic, Public, and Accounting.",https://sinta.kemdiktisaintek.go.id/journals/profile/6821,2715-8977,2715-8977,General/Multidisciplinary,Universitas Sulawesi Barat,S4,No,Yes,"0,42",9,395.0,410.0,https://ojs.unsulbar.ac.id/index.php/jepa
Jurnal IPTEKS Pemanfaatan Sumberdaya Perikanan.,https://sinta.kemdiktisaintek.go.id/journals/profile/4264,2355-729X,2614-5014,Agriculture & Forestry,"Program Studi Pemanfaatan Sumberdaya Perikanan, Fakultas Ilmu Kelautan dan Perikanan, Universitas Hasanuddin",S4,No,Yes,"0,42",19,1.039,1.431,http://journal.unhas.ac.id/index.php/iptekspsp/index
Jurnal RAK (Riset Akuntansi Keuangan),https://sinta.kemdiktisaintek.go.id/journals/profile/2042,2541-1209,2580-0213,Economy,"Jurusan Akuntansi, Fakultas Ekonomi, Universitas Tidar",S4,No,Yes,"0,42",16,865.0,1.013,https://journal.untidar.ac.id/index.php/rak
ARTISTIC.,https://sinta.kemdiktisaintek.go.id/journals/profile/11392,2721-9445,2721-9321,General/Multidisciplinary,Institut Seni Indonesia Surakarta,S4,No,Yes,"0,42",4,61.0,62.0,https://jurnal.isi-ska.ac.id/index.php/artistic
Jurnal ilmiah pharmacy.,https://sinta.kemdiktisaintek.go.id/journals/profile/8474,2406-8071,2615-8566,General/Multidisciplinary,SEKOLAH TINGGI KESEHATAN AL-FATAH BENGKULU,S4,No,Yes,"0,42",9,410.0,437.0,http://jurnal.stikesalfatah.ac.id/index.php/jiphar
Journal of industrial engineering and operation management.,https://sinta.kemdiktisaintek.go.id/journals/profile/8400,,2620-8148,Engineering & Computer Science,Universitas Islam Kalimantan Muhammad Arsyad Al Banjari,S4,No,Yes,"0,40",13,702.0,727.0,https://ojs.uniska-bjm.ac.id/index.php/jieom/index
Serupa: The Journal of Art Education (edisi elektronik),https://sinta.kemdiktisaintek.go.id/journals/profile/14727,,2302-3236,Education,Universitas Negeri Padang,S4,No,Yes,"0,40",5,272.0,336.0,http://ejournal.unp.ac.id/index.php/serupa
Jurnal Sains Boga.,https://sinta.kemdiktisaintek.go.id/journals/profile/10287,2622-5557,2622-5557,Science,Universitas Negeri Jakarta,S4,No,Yes,"0,40",6,141.0,144.0,http://journal.unj.ac.id/unj/index.php/boga
Berkala ilmu kesehatan kulit dan kelamin (Periodical of dermatology and venerology),https://sinta.kemdiktisaintek.go.id/journals/profile/843,1978-4279,2549-4082,"Health, Science",Universitas Airlangga,S4,No,Yes,"0,40",17,1.535,2.0,https://e-journal.unair.ac.id/index.php/BIKK
Jurnal agriment,https://sinta.kemdiktisaintek.go.id/journals/profile/8427,2614-8374,2548-8872,General/Multidisciplinary,Politeknik Pertanian Negeri Samarinda,S4,No,Yes,"0,40",6,161.0,164.0,http://e-journal.politanisamarinda.ac.id/index.php/jurnalagriment
Journal of Information Technology and Its Utilization.,https://sinta.kemdiktisaintek.go.id/journals/profile/7025,,2654-802X,General/Multidisciplinary,Sekolah Tinggi Multi Media Yogyakarta,S4,No,Yes,"0,40",12,421.0,438.0,https://jurnal.kominfo.go.id/index.php/jitu
Wahana peternakan,https://sinta.kemdiktisaintek.go.id/journals/profile/8183,2774-6119,2580-2941,Agriculture & Forestry,Universitas Tulang Bawang Lampung,S4,No,Yes,"0,40",8,205.0,216.0,http://jurnal.utb.ac.id/index.php/jwputb
Jurnal Masyarakat Sehat Indonesia.,https://sinta.kemdiktisaintek.go.id/journals/profile/14406,2828-738X,2828-1381,Social Science & Humanities,Yayasan Masyarakat Peduli Anak Indonesia,S4,No,Yes,"0,40",4,70.0,70.0,https://journal.ympai.org/index.php/jmsi
Bulletin of scientific contribution,https://sinta.kemdiktisaintek.go.id/journals/profile/3605,1693-4873,2541-514X,Science,Universitas Padjadjaran,S4,No,Yes,"0,40",11,850.0,1.263,http://jurnal.unpad.ac.id/bsc
Al-Daulah: jurnal hukum dan perundangan Islam,https://sinta.kemdiktisaintek.go.id/journals/profile/820,2089-0109,2503-0922,Social,"Program Studi Hukum Tata Negara, Fakultas Syariah dan Hukum, Universitas Islam Negeri Sunan Ampel Surabaya",S4,No,Yes,"0,39",14,976.0,1.069,http://jurnalfsh.uinsa.ac.id/index.php/aldaulah
Dharmasmrti.,https://sinta.kemdiktisaintek.go.id/journals/profile/5369,1693-0304,2620-827X,Religion,Pascasarjana Universitas Hindu Indonesia,S4,No,Yes,"0,41",16,1.154,1.311,https://ejournal.unhi.ac.id/index.php/dharmasmrti/issue/view/23
Jurnal Abdi Masyarakat.,https://sinta.kemdiktisaintek.go.id/journals/profile/8342,2579-4493,2774-9991,Social Science & Humanities,Universitas Kadiri,S4,No,Yes,"0,41",9,378.0,401.0,http://ojs.unik-kediri.ac.id/index.php/jaim
Al-Fiziya.,https://sinta.kemdiktisaintek.go.id/journals/profile/6968,2621-0215,2621-489X,Science,Universitas Islam Negeri Syarif Hidayatullah Jakarta,S4,No,Yes,"0,41",10,301.0,303.0,http://journal.uinjkt.ac.id/index.php/al-fiziya
Fluida.,https://sinta.kemdiktisaintek.go.id/journals/profile/8787,1412-8543,2723-7680,General/Multidisciplinary,Politeknik Negeri Bandung,S4,No,Yes,"0,41",10,427.0,484.0,https://jurnal.polban.ac.id/kimia
Century.,https://sinta.kemdiktisaintek.go.id/journals/profile/8249,,2657-098x,Education,Universitas Kristen Petra Surabaya,S4,No,Yes,"0,41",5,128.0,150.0,http://publication.petra.ac.id/index.php/sastra-tionghoa
Gema Kesehatan.,https://sinta.kemdiktisaintek.go.id/journals/profile/8297,2088-5083,2654-8100,Health,Poltekkes Kemenkes Jayapura,S4,No,Yes,"0,41",8,290.0,302.0,https://gk.jurnalpoltekkesjayapura.com/gk
Wahana Sekolah Dasar.,https://sinta.kemdiktisaintek.go.id/journals/profile/4927,0854-8293,2622-5883,Education,Universitas Negeri Malang,S4,No,Yes,"0,40",11,532.0,605.0,http://journal2.um.ac.id/index.php/wsd
Journal of Halal Product and Research.,https://sinta.kemdiktisaintek.go.id/journals/profile/9399,2654-9409,2654-9778,General/Multidisciplinary,Universitas Airlangga,S4,No,Yes,"0,40",15,1.294,1.432,https://e-journal.unair.ac.id/JHPR
Health and Medical Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/7354,2685-2772,2685-404X,Health,Universitas Baiturrahmah,S4,No,Yes,"0,39",18,1.238,1.286,https://jurnal.unbrah.ac.id/index.php/heme
Journal of Language.,https://sinta.kemdiktisaintek.go.id/journals/profile/7874,2655-9080,2685-8878,General/Multidisciplinary,Universitas Islam Sumatera Utara,S4,No,Yes,"0,39",8,354.0,356.0,https://jurnal.uisu.ac.id/index.php/journaloflanguage
"Jurnal Ilmiah Manajemen, Ekonomi, dan Akuntansi.",https://sinta.kemdiktisaintek.go.id/journals/profile/4091,2541-5255,2621-5306,"Economy, Science",SEKOLAH TINGGI ILMU EKONOMI MUHAMMADIYAH BANDUNG,S4,No,Yes,"0,39",60,18.109,18.871,http://journal.stiemb.ac.id/index.php/mea
Jurnal Geomine,https://sinta.kemdiktisaintek.go.id/journals/profile/4089,2443-2083,2541-2116,Science,Fakultas Teknologi Industri Universitas Muslim Indonesia,S4,No,Yes,"0,39",15,1.286,1.496,https://jurnal.teknologiindustriumi.ac.id/index.php/JG
Promotor.,https://sinta.kemdiktisaintek.go.id/journals/profile/10545,2654-7899,2654-8127,Health,Universitas Ibn Khaldun Bogor,S4,No,Yes,"0,39",30,3.43,3.603,https://ejournal2.uika-bogor.ac.id/index.php/PROMOTOR/about
UCEJ (Untirta Civic Education Journal),https://sinta.kemdiktisaintek.go.id/journals/profile/5756,2541-6693,2581-0391,Education,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S4,No,No,"0,38",14,1.162,1.322,http://jurnal.untirta.ac.id/index.php/UCEJ
J-Lalite.,https://sinta.kemdiktisaintek.go.id/journals/profile/11481,2723-3561,2723-357X,General/Multidisciplinary,Universitas Jenderal Soedirman,S4,No,Yes,"0,38",6,158.0,160.0,http://jos.unsoed.ac.id/index.php/jes
Civic-culture,https://sinta.kemdiktisaintek.go.id/journals/profile/4680,2579-9878,2579-9878,Education,STKIP PGRI Bangkalan,S4,No,Yes,"0,38",14,1.283,1.43,http://jurnal.stkippgri-bkl.ac.id/index.php/CC
Kuttab : jurnal ilmu pendidikan Islam,https://sinta.kemdiktisaintek.go.id/journals/profile/8082,2459-7987,2550-0341,Education,Fakultas Agama Islam Universitas Islam Lamongan,S4,No,Yes,"0,38",13,702.0,766.0,https://journalfai.unisla.ac.id/index.php/kuttab
Jurnal Pendidikan Tata Boga dan Teknologi.,https://sinta.kemdiktisaintek.go.id/journals/profile/13873,2685-5372,2685-5380,Education,Universitas Negeri Padang,S4,No,Yes,"0,38",9,383.0,399.0,http://boga.ppj.unp.ac.id/index.php/jptb
Jurnal Radiologi Dentomaksilofasial Indonesia (JRDI).,https://sinta.kemdiktisaintek.go.id/journals/profile/7571,2685-0249,2686-1321,General/Multidisciplinary,Ikatan Radiologi Kedokteran Gigi Indonesia,S4,No,Yes,"0,38",8,362.0,376.0,http://jurnal.pdgi.or.id/index.php/jrdi
Midwifery Care Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/10456,2715-5463,2715-5978,General/Multidisciplinary,"UPP Kampus Kendal, Poltekkes Kemenkes Semarang",S4,No,Yes,"0,38",12,547.0,561.0,https://ejournal.poltekkes-smg.ac.id/ojs/index.php/micajo
Coping.,https://sinta.kemdiktisaintek.go.id/journals/profile/6602,2303-1298,2715-1980,Health,Universitas Udayana,S4,No,Yes,"0,38",27,3.049,3.5,https://ojs.unud.ac.id/index.php/coping
Jurnal Ilmu dan Teknologi Kesehatan.,https://sinta.kemdiktisaintek.go.id/journals/profile/4354,2086-8510,2655-5875,Health,Universitas Widya Husada Semarang,S4,No,Yes,"0,38",8,284.0,304.0,http://journal.uwhs.ac.id/index.php/jitk
Jurnal Maps.,https://sinta.kemdiktisaintek.go.id/journals/profile/5648,2597-3665,2685-2837,Economics & Business,Universitas Ma'soem,S4,No,Yes,"0,38",13,902.0,956.0,https://jurnal.masoemuniversity.ac.id/index.php/maps
Stannum : Jurnal Sains dan Terapan Kimia.,https://sinta.kemdiktisaintek.go.id/journals/profile/10616,2714-674X,2714-8173,Science,Universitas Bangka Belitung,S4,No,Yes,"0,38",8,288.0,290.0,https://journal.ubb.ac.id/index.php/stannum
Journal of Industrial and Systems Optimization.,https://sinta.kemdiktisaintek.go.id/journals/profile/8848,2622-8971,2622-898X,General/Multidisciplinary,Universitas Maarif Hasyim Latif,S4,No,Yes,"0,37",10,487.0,531.0,https://e-journal.umaha.ac.id/index.php/jiso/about
Health notions,https://sinta.kemdiktisaintek.go.id/journals/profile/2338,2580-4936,2580-4936,Health,"Health Polytechnic of Health Ministry at Surabaya, Indonesia",S4,No,Yes,"0,36",13,1.121,1.308,http://heanoti.com/index.php/hn/index
Inference.,https://sinta.kemdiktisaintek.go.id/journals/profile/13570,2615-8671,2615-868X,General/Multidisciplinary,Universitas Indraprasta PGRI,S4,No,Yes,"0,36",10,537.0,568.0,https://journal.lppmunindra.ac.id/index.php/inference
Jurnal Kesehatan Poltekkes Palembang.,https://sinta.kemdiktisaintek.go.id/journals/profile/5904,2579-5325,2654-3427,Health,Politeknik Kesehatan Kemenkes Palembang,S4,No,Yes,"0,36",13,685.0,709.0,https://jurnal.poltekkespalembang.ac.id/index.php/JPP
Jurnal Kesmas dan Gizi.,https://sinta.kemdiktisaintek.go.id/journals/profile/8957,,2655-0849,General/Multidisciplinary,Institut Kesehatan Medistra Lubuk Pakam,S4,No,Yes,"0,38",11,556.0,559.0,https://ejournal.medistra.ac.id/index.php/JKG
MEDIA BISNIS.,https://sinta.kemdiktisaintek.go.id/journals/profile/8572,2085-3106,2774-4280,Economics & Business,Sekolah Tinggi Ilmu Ekonomi Trisakti,S4,No,Yes,"0,38",15,854.0,1.132,https://jurnaltsm.id/index.php/mb
Lingua Susastra.,https://sinta.kemdiktisaintek.go.id/journals/profile/10400,,2746-704X,"Humanities, Education, Art, Social",Universitas Negeri Padang,S4,No,Yes,"0,38",7,329.0,334.0,http://linguasusastra.ppj.unp.ac.id/index.php/LS
I-Finance.,https://sinta.kemdiktisaintek.go.id/journals/profile/4066,2476-8871,2615-1081,Economy,Universitas Islam Negeri Raden Fatah Palembang,S4,No,Yes,"0,38",18,1.421,1.705,http://jurnal.radenfatah.ac.id/index.php/I-Finance
Ekspresi seni,https://sinta.kemdiktisaintek.go.id/journals/profile/2681,1412-1662,2580-2208,"Humanities, Art",Institut Seni Indonesia Padang Panjang,S4,No,Yes,"0,38",15,1.406,1.647,https://journal.isi-padangpanjang.ac.id/index.php/Ekspresi
Business Innovation and Entrepreneurship Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/8242,2684-8945,2684-8945,General/Multidisciplinary,Fakultas Kewirausahaan Universitas Garut,S4,No,Yes,"0,38",19,1.368,1.461,http://ejournals.fkwu.uniga.ac.id/index.php/BIEJ
Jurnal Hurriah.,https://sinta.kemdiktisaintek.go.id/journals/profile/14942,2774-8480,2774-8472,Education,Yayasan Pendidikan dan Kemanusian Hurriah Aceh,S4,No,Yes,"0,38",14,908.0,911.0,https://academicareview.com/index.php/jh
Energy.,https://sinta.kemdiktisaintek.go.id/journals/profile/14223,2088-4591,2962-2565,Engineering & Computer Science,Fakultas Teknik dan Informatika - Universitas Panca Marga Probolinggo,S4,No,Yes,"0,38",11,437.0,521.0,https://ejournal.upm.ac.id/index.php/energy
Rang Teknik Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/4514,2599-2081,2599-2090,Engineering & Computer Science,Fakultas Teknik Universitas Muhammadiyah Sumatera Barat,S4,No,Yes,"0,38",18,1.563,1.634,https://jurnal.umsb.ac.id/index.php/RANGTEKNIKJOURNAL/index
Golden Ratio Of Taxation Studies.,https://sinta.kemdiktisaintek.go.id/journals/profile/14041,,2776-7868,General/Multidisciplinary,Manunggal Halim Jaya,S4,No,Yes,"0,36",4,40.0,40.0,https://goldenratio.id/index.php/grts
English Teaching Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/6501,2338-2678,2686-4738,Education,Universitas PGRI Madiun,S4,No,Yes,"0,36",9,355.0,386.0,http://e-journal.unipma.ac.id/index.php/ETJ
Media Gizi Pangan.,https://sinta.kemdiktisaintek.go.id/journals/profile/6152,1858-4608,2622-6480,General/Multidisciplinary,Poltekkes Kemenkes Makassar,S4,No,Yes,"0,35",16,1.368,1.827,https://ojs3.poltekkes-mks.ac.id/index.php/megiz
Islamic Business and Management Journal.,https://sinta.kemdiktisaintek.go.id/journals/profile/14293,2622-6316,2622-6324,Religion,Universitas Darussalam Gontor,S4,No,Yes,"0,35",3,30.0,30.0,https://ejournal.unida.gontor.ac.id/index.php/IBMJ
Magistra Andalusia : Jurnal Ilmu Sastra.,https://sinta.kemdiktisaintek.go.id/journals/profile/7734,,2656-6230,General/Multidisciplinary,Universitas Andalas,S4,No,Yes,"0,35",3,37.0,37.0,http://magistraandalusia.fib.unand.ac.id/index.php/MAJIS
Journal of Agriculture.,https://sinta.kemdiktisaintek.go.id/journals/profile/15115,,2829-2421,General/Multidisciplinary,Information Technology and Science,S4,No,Yes,"0,35",5,110.0,112.0,https://jurnal.itscience.org/index.php/joa
Bio-cons.,https://sinta.kemdiktisaintek.go.id/journals/profile/9236,2620-3510,2620-3529,Science,Universitas PGRI Argopuro Jember,S4,No,Yes,"0,35",6,177.0,178.0,https://jurnal.unipar.ac.id/index.php/biocons/index
Majalah Anestesia & Critical Care,https://sinta.kemdiktisaintek.go.id/journals/profile/757,,2502-7999,Health,Perhimpunan Dokter Spesialis Anestesiologi dan Terapi Intensif Indonesia,S4,No,Yes,"0,35",7,146.0,157.0,https://macc.perdatin.org/index.php/my-journal
Journal of Comparative Study of Religions.,https://sinta.kemdiktisaintek.go.id/journals/profile/14662,2776-8457,2775-0760,General/Multidisciplinary,Universitas Darussalam Gontor,S4,No,Yes,"0,35",4,69.0,70.0,https://ejournal.unida.gontor.ac.id/index.php/JCSR
WMJ (Warmadewa Medical Journal),https://sinta.kemdiktisaintek.go.id/journals/profile/3383,2527-4627,2579-9010,Health,Universitas Warmadewa,S4,No,Yes,"0,35",8,269.0,295.0,https://ejournal.warmadewa.ac.id/index.php/warmadewa_medical_journal/index
English Education.,https://sinta.kemdiktisaintek.go.id/journals/profile/5120,2338-8781,2579-4043,Education,UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,S4,No,Yes,"0,33",14,1.354,1.461,https://jurnal.uinsyahada.ac.id/index.php/EEJ
"Radial : Jurnal Peradaban Sains, Rekayasa dan Teknologi.",https://sinta.kemdiktisaintek.go.id/journals/profile/7009,2337-4101,2686-553X,Science,Universitas Bina Taruna Gorontalo,S4,No,Yes,"0,33",17,1.213,1.271,https://stitek-binataruna.e-journal.id/radial
Transient: Jurnal Ilmiah Teknik Elektro.,https://sinta.kemdiktisaintek.go.id/journals/profile/10659,2302-9927,2685-0206,Engineering & Computer Science,Departemen Teknik Elektro Universitas Diponegoro,S4,No,Yes,"0,33",14,1.818,3.242,https://ejournal3.undip.ac.id/index.php/transient
Jurnal energi dan manufaktur,https://sinta.kemdiktisaintek.go.id/journals/profile/3705,2302-5255,2541-5328,"Science, Engineering","Jurusan Teknik Mesin, Universitas Udayana",S4,No,Yes,"0,33",9,374.0,527.0,https://ojs.unud.ac.id/index.php/jem
International Journal of Educational Dynamics.,https://sinta.kemdiktisaintek.go.id/journals/profile/7380,2655-4852,2655-5093,Education,Universitas Negeri Padang,S4,No,Yes,"0,33",8,375.0,378.0,http://ijeds.ppj.unp.ac.id/index.php/IJEDS
Aiwadthu.,https://sinta.kemdiktisaintek.go.id/journals/profile/11986,,2775-6203,Law,Universitas Pattimura,S4,No,Yes,"0,33",6,151.0,151.0,https://fhukum.unpatti.ac.id/jurnal/aiwadthu
Public Policy.,https://sinta.kemdiktisaintek.go.id/journals/profile/10556,2721-1673,2721-1681,"Economy, Science, Social",Sekolah Tinggi Ilmu Administrasi Said Perintah,S4,No,Yes,"0,32",19,1.089,1.126,https://stia-saidperintah.e-journal.id/ppj
"Jurnal sistem informasi, manajemen, dan  akuntansi.",https://sinta.kemdiktisaintek.go.id/journals/profile/6513,1693-5047,2621-0320,Economics & Business,Universitas Atma Jaya Makassar,S4,No,Yes,"0,32",5,91.0,92.0,http://ojs.feb.uajm.ac.id/index.php/simak
Lex journal,https://sinta.kemdiktisaintek.go.id/journals/profile/12846,2581-2033,2580-9113,Law,Fakultas Hukum Universitas Dr. Soetomo Surabaya,S4,No,Yes,"0,32",10,451.0,490.0,https://ejournal.unitomo.ac.id/index.php/hukum
Akuatikisle.,https://sinta.kemdiktisaintek.go.id/journals/profile/5608,,2598-8298,General/Multidisciplinary,Sangia Publishing,S4,No,Yes,"0,32",12,695.0,886.0,https://www.journals.sangia.org/ISLE
Bioeduca.,https://sinta.kemdiktisaintek.go.id/journals/profile/8231,2714-8009,2715-7490,Education,Universitas Islam Negeri Walisongo Semarang,S4,No,Yes,"0,34",16,713.0,759.0,https://journal.walisongo.ac.id/index.php/BIOEDUCA
Indonesian journal of pure and applied chemistry.,https://sinta.kemdiktisaintek.go.id/journals/profile/9697,2620-8571,2620-858x,Science,"Jurusan Kimia, FMIPA, Universitas Tanjungpura",S4,No,Yes,"0,34",10,451.0,489.0,http://jurnal.untan.ac.id/index.php/IJoPAC
Konversi,https://sinta.kemdiktisaintek.go.id/journals/profile/2583,2302-3686,2541-3481,Education,"Program Studi Teknik Kimia Fakultas Teknik Universitas Lambung Mangkurat, LMU Press (member of APPTI)",S4,No,Yes,"0,34",18,1.948,2.502,https://ppjp.ulm.ac.id/journal/index.php/konversi
Reformasi Hukum Trisakti.,https://sinta.kemdiktisaintek.go.id/journals/profile/14001,,2657-182X,Law,Universitas Trisakti,S4,No,Yes,"0,34",8,788.0,824.0,https://e-journal.trisakti.ac.id/index.php/refor/index
Jurnal rekayasa bahan alam dan energi berkelanjutan,https://sinta.kemdiktisaintek.go.id/journals/profile/220,2548-2181,2548-2181,"Science, Social, Engineering",Universitas Brawijaya,S4,No,Yes,"0,33",11,323.0,359.0,http://rbaet.ub.ac.id/index.php/rbaet
ArtComm,https://sinta.kemdiktisaintek.go.id/journals/profile/11350,2598-0408,2597-5188,Social Science & Humanities,Universitas Informatika dan Bisnis Indonesia,S4,No,Yes,"0,33",6,240.0,249.0,https://jurnalunibi.unibi.ac.id/ojs/index.php/ArtComm
Jurnal Kesmas (Kesehatan Masyarakat) Khatulistiwa,https://sinta.kemdiktisaintek.go.id/journals/profile/5992,2355-2018,2581-2858,Health,Universitas Muhammadiyah Pontianak,S4,No,Yes,"0,33",18,1.196,1.304,http://openjurnal.unmuhpnk.ac.id/index.php/JKMK
International Journal of Emerging Issues in Islamic Studies.,https://sinta.kemdiktisaintek.go.id/journals/profile/12272,2807-2049,2807-2049,Religion,Research Synergy Foundation,S4,No,Yes,"0,33",7,157.0,159.0,https://journals.researchsynergypress.com/index.php/ijeiis
